alpha,f0Re,f0Im,Df0Re,Df0Im
0.9043978851243344,1.9891105031896832,-1.3880919558217761,-0.24200642173282322,-0.18661483667999657
0.9202645146879193,2.2506366649695453,-1.426294588578347,-0.19228974125293083,-0.16985182697113224
0.936131144251504,2.4310363269242927,-1.3932922932545835,-0.1480326864736784,-0.14944870528168636
0.9519977738150889,2.52344837039693,-1.3009280528533549,-0.1096879824751219,-0.12658667983943722
0.9678644033786736,2.525256948194977,-1.1629450532674261,-0.0774207088833712,-0.10240229446298547
0.9837310329422585,2.4380931202786438,-0.9940649534730938,-0.05114473083303333,-0.0779412355916841
0.9995976625058433,2.267614241500102,-0.8090831344555695,-0.03056482425239699,-0.054123284168557904
1.0154642920694281,2.0230829444157847,-0.622030222558949,-0.015221700519264556,-0.031718463275304226
1.0313309216330129,1.7167775871238742,-0.4454422376121334,-0.004537395332472216,-0.011333865613624967
1.0471975511965979,1.3632737475086465,-0.2897727803854438,0.002141160239722624,0.006589813620248536
1.0630641807601826,0.9786414207066767,-0.16297038583542287,0.00550215434408291,0.02177335392867196
1.0789308103237674,0.5796048672060115,-0.07023320808866924,0.006233818091367289,0.03408723431121989
1.0947974398873521,0.18271158692872838,-0.01394224884452922,0.004995135958397511,0.043534651821711325
1.110664069450937,-0.1964461577919212,0.006235970177056852,0.0023927967851924328,0.050230986219310644
1.1265306990145219,-0.5439191578264962,-0.0069045018534811195,-0.001035542324865294,0.05438128194302179
1.1423973285781066,-0.8479674320004545,-0.04848853209988996,-0.0048319324584997535,0.05625716801394333
1.1582639581416914,-1.0994822215273636,-0.11203384417346478,-0.008623263591012363,0.05617443529809543
1.1741305877052763,-1.2922504508719976,-0.1899849928141219,-0.012121555274540332,0.054472257731607084
1.189997217268861,-1.4230576643710502,-0.27427188402742775,-0.015120236745913335,0.05149479733454143
1.2058638468324459,-1.4916344423032963,-0.356858417108823,-0.017487305747086363,0.04757568781199467
1.2217304763960306,-1.5004594375281348,-0.430249820229448,-0.019156258630416333,0.043025661334335254
1.2375971059596156,-1.454439046806546,-0.48793186918542136,-0.020115640261578124,0.0381233778111388
1.2534637355232003,-1.360489032053405,-0.5247210371823474,-0.020397981222187844,0.03310934265861407
1.269330365086785,-1.2270469402844857,-0.5370112924361743,-0.02006878258786575,0.02818266175828632
1.28519699465037,-1.0635458569441563,-0.5229102918175025,-0.019216085513595122,0.023500282340676453
1.3010636242139548,-0.8798798983366178,-0.48226467436139764,-0.017941033505491793,0.01917830488224774
1.3169302537775396,-0.6858900407449375,-0.4165806351323641,-0.016349707810061936,0.015294920871596021
1.3327968833411243,-0.4908956200275236,-0.3288516115901319,-0.014546397468790983,0.011894530185758838
1.3486635129047093,-0.3032924079479139,-0.2233094688555006,-0.01262836025416699,0.008992614627949645
1.364530142468294,-0.13023291838846668,-0.10511883947745171,-0.010682042238833452,0.006580985290133908
1.3803967720318788,0.02260112099997898,0.01996384034025287,-0.00878065390105147,0.004633075170043502
1.3962634015954636,0.15113001728311054,0.14594456122669883,-0.006982949798855503,0.0031090095585199497
1.4121300311590486,0.25291255154262576,0.2669380231987475,-0.00533302615979502,0.00196025035690672
1.4279966607226333,0.3270941291034334,0.3774867479905287,-0.0038609345469137013,0.0011336726704748524
1.443863290286218,0.37427742943135334,0.47283675634286493,-0.0025839077621222623,0.0005749895830865296
1.4597299198498028,0.39632965193522174,0.5491572215145997,-0.0015080036522049436,0.00023149165488119548
1.4755965494133878,0.3961426902928303,0.6036956348999879,-0.0006299906668897227,5.4109946507472605e-05
1.4914631789769726,0.37736369450454055,0.6348643172117013,6.067688589815929e-05,-1.1554248308158954e-06
1.5073298085405573,0.3441135257875792,0.6422583150138169,0.0005799184947471176,2.762492266916799e-05
1.5231964381041423,0.30070966434875834,0.6266085995519235,0.0009472180556173479,0.00010868314714987371
1.539063067667727,0.2514083339589591,0.5896778333401108,0.0011840136591277017,0.00021653049646995696
1.5549296972313118,0.20017813780754645,0.5341086375912867,0.0013123291095211182,0.00033162724192480335
1.5707963267948966,0.15051455908101022,0.463236180588817,0.0013536672302259072,0.0004398331452454411
